STATE/UT,YEAR,CRIME HEAD,Grand Total
Andhra Pradesh,2006,Criminal Breach Of Trust,1
Andhra Pradesh,2006,Cheating,25
Andhra Pradesh,2006,Counter Feiting,6
Andhra Pradesh,2006,Dowry Deaths,120
Andhra Pradesh,2006,Molestation,79
Andhra Pradesh,2006,Eve-Teasing,1
Andhra Pradesh,2006,Cruelty By Husband Or Relative Of Husband,165
Andhra Pradesh,2006,Other Ipc Crimes,261
Andhra Pradesh,2007,Murder,3269
Andhra Pradesh,2007,Attempt To Commit Murder,139
Andhra Pradesh,2007,C.H. Not Amounting To Murder,166
Andhra Pradesh,2007,Rape,217
Andhra Pradesh,2007,Kidnapping And Abduction,52
Andhra Pradesh,2007,Dacoity,139
Andhra Pradesh,2007,Prep. And Assembly For Dacoity,10
Andhra Pradesh,2007,Robbery,89
Andhra Pradesh,2007,Burglary,51
Andhra Pradesh,2007,Thefts,418
Andhra Pradesh,2007,Extortion,12
Andhra Pradesh,2007,Riots,6
Andhra Pradesh,2007,Arson,6
Andhra Pradesh,2007,Criminal Breach Of Trust,5
Andhra Pradesh,2007,Cheating,30
Andhra Pradesh,2007,Counter Feiting,13
Andhra Pradesh,2007,Dowry Deaths,106
Andhra Pradesh,2007,Molestation,67
Andhra Pradesh,2007,Eve-Teasing,1
Andhra Pradesh,2007,Cruelty By Husband Or Relative Of Husband,130
Andhra Pradesh,2007,Other Ipc Crimes,214
Andhra Pradesh,2008,Murder,3318
Andhra Pradesh,2008,Attempt To Commit Murder,120
Andhra Pradesh,2008,C.H. Not Amounting To Murder,111
Andhra Pradesh,2008,Rape,171
Andhra Pradesh,2008,Kidnapping And Abduction,32
Andhra Pradesh,2008,Dacoity,120
Andhra Pradesh,2008,Prep. And Assembly For Dacoity,8
Andhra Pradesh,2008,Robbery,94
Andhra Pradesh,2008,Burglary,47
Andhra Pradesh,2008,Thefts,380
Andhra Pradesh,2008,Extortion,10
Andhra Pradesh,2008,Riots,0
Andhra Pradesh,2008,Arson,2
Andhra Pradesh,2008,Criminal Breach Of Trust,3
Andhra Pradesh,2008,Cheating,36
Andhra Pradesh,2008,Counter Feiting,11
Andhra Pradesh,2008,Dowry Deaths,104
Andhra Pradesh,2008,Molestation,39
Andhra Pradesh,2008,Eve-Teasing,3
Andhra Pradesh,2008,Cruelty By Husband Or Relative Of Husband,96
Andhra Pradesh,2008,Other Ipc Crimes,151
Andhra Pradesh,2009,Murder,2524
Andhra Pradesh,2009,Attempt To Commit Murder,160
Andhra Pradesh,2009,C.H. Not Amounting To Murder,104
Andhra Pradesh,2009,Rape,156
Andhra Pradesh,2009,Kidnapping And Abduction,73
Andhra Pradesh,2009,Dacoity,128
Andhra Pradesh,2009,Prep. And Assembly For Dacoity,9
Andhra Pradesh,2009,Robbery,116
Andhra Pradesh,2009,Burglary,40
Andhra Pradesh,2009,Thefts,392
Andhra Pradesh,2009,Extortion,14
Andhra Pradesh,2009,Riots,14
Andhra Pradesh,2009,Arson,7
Andhra Pradesh,2009,Criminal Breach Of Trust,6
Andhra Pradesh,2009,Cheating,35
Andhra Pradesh,2009,Counter Feiting,54
Andhra Pradesh,2009,Dowry Deaths,96
Andhra Pradesh,2009,Molestation,38
Andhra Pradesh,2009,Eve-Teasing,7
Andhra Pradesh,2009,Cruelty By Husband Or Relative Of Husband,121
Andhra Pradesh,2009,Other Ipc Crimes,129
Andhra Pradesh,2010,Murder,2922
Andhra Pradesh,2010,Attempt To Commit Murder,148
Andhra Pradesh,2010,C.H. Not Amounting To Murder,131
Andhra Pradesh,2010,Rape,129
Andhra Pradesh,2010,Kidnapping And Abduction,85
Andhra Pradesh,2010,Dacoity,107
Andhra Pradesh,2010,Prep. And Assembly For Dacoity,27
Andhra Pradesh,2010,Robbery,61
Andhra Pradesh,2010,Burglary,71
Andhra Pradesh,2010,Thefts,312
Andhra Pradesh,2010,Extortion,5
Andhra Pradesh,2010,Riots,14
Andhra Pradesh,2010,Arson,1
Andhra Pradesh,2010,Criminal Breach Of Trust,3
Andhra Pradesh,2010,Cheating,31
Andhra Pradesh,2010,Counter Feiting,17
Andhra Pradesh,2010,Dowry Deaths,56
Andhra Pradesh,2010,Molestation,51
Andhra Pradesh,2010,Eve-Teasing,9
Andhra Pradesh,2010,Cruelty By Husband Or Relative Of Husband,113
Andhra Pradesh,2010,Other Ipc Crimes,230
Andhra Pradesh,2011,Murder,2999
Andhra Pradesh,2011,Attempt To Commit Murder,144
Andhra Pradesh,2011,C.H. Not Amounting To Murder,115
Andhra Pradesh,2011,Rape,106
Andhra Pradesh,2011,Kidnapping And Abduction,36
Andhra Pradesh,2011,Dacoity,99
Andhra Pradesh,2011,Prep. And Assembly For Dacoity,7
Andhra Pradesh,2011,Robbery,62
Andhra Pradesh,2011,Burglary,47
Andhra Pradesh,2011,Thefts,448
Andhra Pradesh,2011,Extortion,14
Andhra Pradesh,2011,Riots,1
Andhra Pradesh,2011,Arson,0
Andhra Pradesh,2011,Criminal Breach Of Trust,4
Andhra Pradesh,2011,Cheating,41
Andhra Pradesh,2011,Counter Feiting,3
Andhra Pradesh,2011,Dowry Deaths,82
Andhra Pradesh,2011,Molestation,12
Andhra Pradesh,2011,Eve-Teasing,3
Andhra Pradesh,2011,Cruelty By Husband Or Relative Of Husband,70
Andhra Pradesh,2011,Other Ipc Crimes,144
Andhra Pradesh,2012,Murder,3063
Andhra Pradesh,2012,Attempt To Commit Murder,79
Andhra Pradesh,2012,C.H. Not Amounting To Murder,130
Andhra Pradesh,2012,Rape,170
Andhra Pradesh,2012,Kidnapping And Abduction,40
Andhra Pradesh,2012,Dacoity,92
Andhra Pradesh,2012,Prep. And Assembly For Dacoity,2
Andhra Pradesh,2012,Robbery,58
Andhra Pradesh,2012,Burglary,99
Andhra Pradesh,2012,Thefts,285
Andhra Pradesh,2012,Extortion,18
Andhra Pradesh,2012,Riots,0
Andhra Pradesh,2012,Arson,0
Andhra Pradesh,2012,Criminal Breach Of Trust,16
Andhra Pradesh,2012,Cheating,28
Andhra Pradesh,2012,Counter Feiting,13
Andhra Pradesh,2012,Dowry Deaths,90
Andhra Pradesh,2012,Molestation,31
Andhra Pradesh,2012,Eve-Teasing,6
Andhra Pradesh,2012,Cruelty By Husband Or Relative Of Husband,55
Andhra Pradesh,2012,Other Ipc Crimes,133
Arunachal Pradesh,2009,Murder,0
Arunachal Pradesh,2009,Attempt To Commit Murder,0
Arunachal Pradesh,2009,C.H. Not Amounting To Murder,0
Arunachal Pradesh,2009,Rape,2
Arunachal Pradesh,2009,Kidnapping And Abduction,0
Arunachal Pradesh,2009,Dacoity,0
Arunachal Pradesh,2009,Prep. And Assembly For Dacoity,0
Arunachal Pradesh,2009,Robbery,0
Arunachal Pradesh,2009,Burglary,0
Arunachal Pradesh,2009,Thefts,0
Arunachal Pradesh,2009,Extortion,0
Arunachal Pradesh,2009,Riots,0
Arunachal Pradesh,2009,Arson,0
Arunachal Pradesh,2009,Criminal Breach Of Trust,0
Arunachal Pradesh,2009,Cheating,0
Arunachal Pradesh,2009,Counter Feiting,0
Arunachal Pradesh,2009,Dowry Deaths,0
Arunachal Pradesh,2009,Molestation,0
Arunachal Pradesh,2009,Eve-Teasing,0
Arunachal Pradesh,2009,Cruelty By Husband Or Relative Of Husband,0
Arunachal Pradesh,2009,Other Ipc Crimes,0
Arunachal Pradesh,2010,Murder,0
Arunachal Pradesh,2010,Attempt To Commit Murder,0
Arunachal Pradesh,2010,C.H. Not Amounting To Murder,0
Arunachal Pradesh,2010,Rape,1
Arunachal Pradesh,2010,Kidnapping And Abduction,0
Arunachal Pradesh,2010,Dacoity,0
Arunachal Pradesh,2010,Prep. And Assembly For Dacoity,0
Arunachal Pradesh,2010,Robbery,0
Arunachal Pradesh,2010,Burglary,2
Arunachal Pradesh,2010,Thefts,1
Arunachal Pradesh,2010,Extortion,0
Arunachal Pradesh,2010,Riots,0
Arunachal Pradesh,2010,Arson,0
Arunachal Pradesh,2010,Criminal Breach Of Trust,0
Arunachal Pradesh,2010,Cheating,0
Arunachal Pradesh,2010,Counter Feiting,0
Arunachal Pradesh,2010,Dowry Deaths,0
Arunachal Pradesh,2010,Molestation,0
Arunachal Pradesh,2010,Eve-Teasing,0
Arunachal Pradesh,2010,Cruelty By Husband Or Relative Of Husband,0
Arunachal Pradesh,2010,Other Ipc Crimes,0
Arunachal Pradesh,2011,Murder,1
Arunachal Pradesh,2011,Attempt To Commit Murder,0
Arunachal Pradesh,2011,C.H. Not Amounting To Murder,0
Arunachal Pradesh,2011,Rape,3
Arunachal Pradesh,2011,Kidnapping And Abduction,0
Arunachal Pradesh,2011,Dacoity,0
Arunachal Pradesh,2011,Prep. And Assembly For Dacoity,0
Arunachal Pradesh,2011,Robbery,0
Arunachal Pradesh,2011,Burglary,0
Arunachal Pradesh,2011,Thefts,1
Arunachal Pradesh,2011,Extortion,0
Arunachal Pradesh,2011,Riots,0
Arunachal Pradesh,2011,Arson,0
Arunachal Pradesh,2011,Criminal Breach Of Trust,0
Arunachal Pradesh,2011,Cheating,0
Arunachal Pradesh,2011,Counter Feiting,0
Arunachal Pradesh,2011,Dowry Deaths,0
Arunachal Pradesh,2011,Molestation,0
Arunachal Pradesh,2011,Eve-Teasing,0
Arunachal Pradesh,2011,Cruelty By Husband Or Relative Of Husband,0
Arunachal Pradesh,2011,Other Ipc Crimes,0
Arunachal Pradesh,2012,Murder,0
Arunachal Pradesh,2012,Attempt To Commit Murder,0
Arunachal Pradesh,2012,C.H. Not Amounting To Murder,0
Arunachal Pradesh,2012,Rape,4
Arunachal Pradesh,2012,Kidnapping And Abduction,0
Arunachal Pradesh,2012,Dacoity,0
Arunachal Pradesh,2012,Prep. And Assembly For Dacoity,0
Arunachal Pradesh,2012,Robbery,0
Arunachal Pradesh,2012,Burglary,0
Arunachal Pradesh,2012,Thefts,0
Arunachal Pradesh,2012,Extortion,0
Arunachal Pradesh,2012,Riots,0
Arunachal Pradesh,2012,Arson,0
Arunachal Pradesh,2012,Criminal Breach Of Trust,0
Arunachal Pradesh,2012,Cheating,0
Arunachal Pradesh,2012,Counter Feiting,0
Arunachal Pradesh,2012,Dowry Deaths,0
Arunachal Pradesh,2012,Molestation,0
Arunachal Pradesh,2012,Eve-Teasing,0
Arunachal Pradesh,2012,Cruelty By Husband Or Relative Of Husband,0
Arunachal Pradesh,2012,Other Ipc Crimes,0
Assam,2001,Murder,1625
Assam,2001,Attempt To Commit Murder,45
Assam,2001,C.H. Not Amounting To Murder,179
Assam,2001,Rape,139
Assam,2001,Kidnapping And Abduction,22
Assam,2001,Dacoity,45
Assam,2001,Prep. And Assembly For Dacoity,3
Assam,2001,Robbery,23
Assam,2001,Burglary,20
Assam,2001,Thefts,93
Assam,2001,Extortion,9
Assam,2001,Riots,8
Assam,2001,Arson,1
Assam,2001,Criminal Breach Of Trust,5
Assam,2001,Cheating,5
Assam,2001,Counter Feiting,1
Assam,2001,Dowry Deaths,7
Assam,2001,Molestation,0
Assam,2001,Eve-Teasing,0
Assam,2001,Cruelty By Husband Or Relative Of Husband,8
Assam,2001,Other Ipc Crimes,97
Assam,2002,Murder,1753
Assam,2002,Attempt To Commit Murder,88
Assam,2002,C.H. Not Amounting To Murder,201
Assam,2002,Rape,176
Assam,2002,Kidnapping And Abduction,40
Assam,2002,Dacoity,87
Assam,2002,Prep. And Assembly For Dacoity,3
Assam,2002,Robbery,27
Assam,2002,Burglary,21
Assam,2002,Thefts,123
Assam,2002,Extortion,35
Assam,2002,Riots,7
Assam,2002,Arson,13
Assam,2002,Criminal Breach Of Trust,0
Assam,2002,Cheating,5
Assam,2002,Counter Feiting,2
Assam,2002,Dowry Deaths,29
Assam,2002,Molestation,2
Assam,2002,Eve-Teasing,0
Assam,2002,Cruelty By Husband Or Relative Of Husband,19
Assam,2002,Other Ipc Crimes,38
Assam,2003,Murder,1612
Assam,2003,Attempt To Commit Murder,327
Assam,2003,C.H. Not Amounting To Murder,217
Assam,2003,Rape,222
Assam,2003,Kidnapping And Abduction,64
Assam,2003,Dacoity,112
Assam,2003,Prep. And Assembly For Dacoity,14
Assam,2003,Robbery,52
Assam,2003,Burglary,6
Assam,2003,Thefts,205
Assam,2003,Extortion,18
Assam,2003,Riots,13
Assam,2003,Arson,23
Assam,2003,Criminal Breach Of Trust,0
Assam,2003,Cheating,0
Assam,2003,Counter Feiting,2
Assam,2003,Dowry Deaths,28
Assam,2003,Molestation,1
Assam,2003,Eve-Teasing,0
Assam,2003,Cruelty By Husband Or Relative Of Husband,66
Assam,2003,Other Ipc Crimes,53
Assam,2004,Murder,1738
Assam,2004,Attempt To Commit Murder,224
Assam,2004,C.H. Not Amounting To Murder,219
Assam,2004,Rape,298
Assam,2004,Kidnapping And Abduction,68
Assam,2004,Dacoity,96
Assam,2004,Prep. And Assembly For Dacoity,14
Assam,2004,Robbery,24
Assam,2004,Burglary,21
Assam,2004,Thefts,174
Assam,2004,Extortion,19
Assam,2004,Riots,0
Assam,2004,Arson,13
Assam,2004,Criminal Breach Of Trust,0
Assam,2004,Cheating,19
Assam,2004,Counter Feiting,146
Assam,2004,Dowry Deaths,19
Assam,2004,Molestation,1
Assam,2004,Eve-Teasing,0
Assam,2004,Cruelty By Husband Or Relative Of Husband,3
Assam,2004,Other Ipc Crimes,55
Assam,2005,Murder,2091
Assam,2005,Murder,0
Assam,2005,Murder,0
Assam,2005,Attempt To Commit Murder,154
Assam,2005,C.H. Not Amounting To Murder,226
Assam,2005,Rape,317
Assam,2005,Kidnapping And Abduction,83
Assam,2005,Dacoity,103
Assam,2005,Prep. And Assembly For Dacoity,7
Assam,2005,Robbery,19
Assam,2005,Burglary,35
Assam,2005,Thefts,169
Assam,2005,Extortion,9
Assam,2005,Riots,17
Assam,2005,Arson,14
Assam,2005,Criminal Breach Of Trust,3
Assam,2005,Cheating,6
Assam,2005,Counter Feiting,3
Assam,2005,Dowry Deaths,14
Assam,2005,Molestation,2
Assam,2005,Eve-Teasing,0
Assam,2005,Cruelty By Husband Or Relative Of Husband,16
Assam,2005,Other Ipc Crimes,25
Assam,2006,Murder,2029
Assam,2006,Attempt To Commit Murder,178
Assam,2006,C.H. Not Amounting To Murder,251
Assam,2006,Rape,343
Assam,2006,Kidnapping And Abduction,84
Assam,2006,Dacoity,125
Assam,2006,Prep. And Assembly For Dacoity,1
Assam,2006,Robbery,34
Assam,2006,Burglary,18
Assam,2006,Thefts,123
Assam,2006,Extortion,3
Assam,2006,Riots,9
Assam,2006,Arson,23
Assam,2006,Criminal Breach Of Trust,4
Assam,2006,Cheating,14
Assam,2006,Counter Feiting,0
Assam,2006,Dowry Deaths,26
Assam,2006,Molestation,1
Assam,2006,Eve-Teasing,0
Assam,2006,Cruelty By Husband Or Relative Of Husband,19
Assam,2006,Other Ipc Crimes,153
Assam,2007,Murder,2278
Assam,2007,Attempt To Commit Murder,181
Assam,2007,C.H. Not Amounting To Murder,244
Assam,2007,Rape,360
Assam,2007,Kidnapping And Abduction,72
Assam,2007,Dacoity,81
Assam,2007,Prep. And Assembly For Dacoity,1
Assam,2007,Robbery,21
Assam,2007,Burglary,6
Assam,2007,Thefts,63
Assam,2007,Extortion,14
Assam,2007,Riots,3
Assam,2007,Arson,18
Assam,2007,Criminal Breach Of Trust,7
Assam,2007,Cheating,13
Assam,2007,Counter Feiting,13
Assam,2007,Dowry Deaths,33
Assam,2007,Molestation,1
Assam,2007,Eve-Teasing,0
Assam,2007,Cruelty By Husband Or Relative Of Husband,34
Assam,2007,Other Ipc Crimes,45
Assam,2008,Murder,2135
Assam,2008,Attempt To Commit Murder,170
Assam,2008,C.H. Not Amounting To Murder,216
Assam,2008,Rape,372
Assam,2008,Kidnapping And Abduction,92
Assam,2008,Dacoity,54
Assam,2008,Prep. And Assembly For Dacoity,0
Assam,2008,Robbery,33
Assam,2008,Burglary,14
Assam,2008,Thefts,90
Assam,2008,Extortion,17
Assam,2008,Riots,7
Assam,2008,Arson,21
Assam,2008,Criminal Breach Of Trust,7
Assam,2008,Cheating,17
Assam,2008,Counter Feiting,21
Assam,2008,Dowry Deaths,31
Assam,2008,Molestation,3
Assam,2008,Eve-Teasing,1
Assam,2008,Cruelty By Husband Or Relative Of Husband,41
Assam,2008,Other Ipc Crimes,51
Assam,2009,Murder,1978
Assam,2009,Attempt To Commit Murder,216
Assam,2009,C.H. Not Amounting To Murder,204
Assam,2009,Rape,347
Assam,2009,Kidnapping And Abduction,85
Assam,2009,Dacoity,56
Assam,2009,Prep. And Assembly For Dacoity,1
Assam,2009,Robbery,35
Assam,2009,Burglary,14
Assam,2009,Thefts,91
Assam,2009,Extortion,18
Assam,2009,Riots,8
Assam,2009,Arson,25
Assam,2009,Criminal Breach Of Trust,7
Assam,2009,Cheating,7
Assam,2009,Counter Feiting,14
Assam,2009,Dowry Deaths,30
Assam,2009,Molestation,2
Assam,2009,Eve-Teasing,0
Assam,2009,Cruelty By Husband Or Relative Of Husband,33
Assam,2009,Other Ipc Crimes,0
Assam,2010,Murder,2021
Assam,2010,Attempt To Commit Murder,206
Assam,2010,C.H. Not Amounting To Murder,208
Assam,2010,Rape,266
Assam,2010,Kidnapping And Abduction,73
Assam,2010,Dacoity,55
Assam,2010,Prep. And Assembly For Dacoity,3
Assam,2010,Robbery,30
Assam,2010,Burglary,12
Assam,2010,Thefts,107
Assam,2010,Extortion,8
Assam,2010,Riots,9
Assam,2010,Arson,21
Assam,2010,Criminal Breach Of Trust,3
Assam,2010,Cheating,6
Assam,2010,Counter Feiting,12
Assam,2010,Dowry Deaths,28
Assam,2010,Molestation,2
Assam,2010,Eve-Teasing,0
Assam,2010,Cruelty By Husband Or Relative Of Husband,24
Assam,2010,Other Ipc Crimes,37
Assam,2011,Murder,1908
Assam,2011,Attempt To Commit Murder,216
Assam,2011,C.H. Not Amounting To Murder,184
Assam,2011,Rape,259
Assam,2011,Kidnapping And Abduction,65
Assam,2011,Dacoity,55
Assam,2011,Prep. And Assembly For Dacoity,3
Assam,2011,Robbery,30
Assam,2011,Burglary,11
Assam,2011,Thefts,108
Assam,2011,Extortion,9
Assam,2011,Riots,11
Assam,2011,Arson,18
Assam,2011,Criminal Breach Of Trust,2
Assam,2011,Cheating,3
Assam,2011,Counter Feiting,13
Assam,2011,Dowry Deaths,25
Assam,2011,Molestation,2
Assam,2011,Eve-Teasing,0
Assam,2011,Cruelty By Husband Or Relative Of Husband,24
Assam,2011,Other Ipc Crimes,37
Assam,2012,Murder,1904
Assam,2012,Attempt To Commit Murder,218
Assam,2012,C.H. Not Amounting To Murder,180
Assam,2012,Rape,261
Assam,2012,Kidnapping And Abduction,65
Assam,2012,Dacoity,57
Assam,2012,Prep. And Assembly For Dacoity,3
Assam,2012,Robbery,30
Assam,2012,Burglary,11
Assam,2012,Thefts,110
Assam,2012,Extortion,9
Assam,2012,Riots,11
Assam,2012,Arson,18
Assam,2012,Criminal Breach Of Trust,2
Assam,2012,Cheating,3
Assam,2012,Counter Feiting,13
Assam,2012,Dowry Deaths,26
Assam,2012,Molestation,2
Assam,2012,Eve-Teasing,0
Assam,2012,Cruelty By Husband Or Relative Of Husband,25
Assam,2012,Other Ipc Crimes,39
Bihar,2001,Murder,2827
Bihar,2001,Attempt To Commit Murder,522
Bihar,2001,C.H. Not Amounting To Murder,107
Bihar,2001,Rape,147
Bihar,2001,Kidnapping And Abduction,171
Bihar,2001,Dacoity,200
Bihar,2001,Prep. And Assembly For Dacoity,35
Bihar,2001,Robbery,124
Bihar,2001,Burglary,42
Bihar,2001,Thefts,94
Bihar,2001,Extortion,0
Bihar,2001,Riots,0
Bihar,2001,Arson,0
Bihar,2001,Criminal Breach Of Trust,0
Bihar,2001,Cheating,70
Bihar,2001,Counter Feiting,0
Bihar,2001,Dowry Deaths,0
Bihar,2001,Molestation,0
Bihar,2001,Eve-Teasing,0
Bihar,2001,Cruelty By Husband Or Relative Of Husband,0
Bihar,2001,Other Ipc Crimes,25
Bihar,2002,Murder,3076
Bihar,2002,Attempt To Commit Murder,222
Bihar,2002,C.H. Not Amounting To Murder,133
Bihar,2002,Rape,118
Bihar,2002,Kidnapping And Abduction,117
Bihar,2002,Dacoity,276
Bihar,2002,Prep. And Assembly For Dacoity,14
Bihar,2002,Robbery,51
Bihar,2002,Burglary,12
Bihar,2002,Thefts,130
Bihar,2002,Extortion,3
Bihar,2002,Riots,44
Bihar,2002,Arson,3
Bihar,2002,Criminal Breach Of Trust,1
Bihar,2002,Cheating,6
Bihar,2002,Counter Feiting,15
Bihar,2002,Dowry Deaths,171
Bihar,2002,Molestation,2
Bihar,2002,Eve-Teasing,0
Bihar,2002,Cruelty By Husband Or Relative Of Husband,20
Bihar,2002,Other Ipc Crimes,42
Bihar,2003,Murder,3087
Bihar,2003,Attempt To Commit Murder,296
Bihar,2003,C.H. Not Amounting To Murder,120
Bihar,2003,Rape,174
Bihar,2003,Kidnapping And Abduction,121
Bihar,2003,Dacoity,261
Bihar,2003,Prep. And Assembly For Dacoity,36
Bihar,2003,Robbery,46
Bihar,2003,Burglary,29
Bihar,2003,Thefts,144
Bihar,2003,Extortion,5
Bihar,2003,Riots,0
Bihar,2003,Arson,4
Bihar,2003,Criminal Breach Of Trust,1
Bihar,2003,Cheating,3
Bihar,2003,Counter Feiting,5
Bihar,2003,Dowry Deaths,241
Bihar,2003,Molestation,7
Bihar,2003,Eve-Teasing,0
Bihar,2003,Cruelty By Husband Or Relative Of Husband,7
Bihar,2003,Other Ipc Crimes,26
Bihar,2004,Murder,3616
Bihar,2004,Attempt To Commit Murder,342
Bihar,2004,C.H. Not Amounting To Murder,115
Bihar,2004,Rape,159
Bihar,2004,Kidnapping And Abduction,172
Bihar,2004,Dacoity,226
Bihar,2004,Prep. And Assembly For Dacoity,29
Bihar,2004,Robbery,40
Bihar,2004,Burglary,39
Bihar,2004,Thefts,208
Bihar,2004,Extortion,8
Bihar,2004,Riots,8
Bihar,2004,Arson,3
Bihar,2004,Criminal Breach Of Trust,1
Bihar,2004,Cheating,7
Bihar,2004,Counter Feiting,24
Bihar,2004,Dowry Deaths,195
Bihar,2004,Molestation,2
Bihar,2004,Eve-Teasing,0
Bihar,2004,Cruelty By Husband Or Relative Of Husband,34
