STATE/UT,YEAR,CRIME HEAD,Grand Total
Himachal Pradesh,2004,C.H. Not Amounting To Murder,5
Himachal Pradesh,2004,Rape,69
Himachal Pradesh,2004,Kidnapping And Abduction,5
Himachal Pradesh,2004,Dacoity,6
Himachal Pradesh,2004,Prep. And Assembly For Dacoity,0
Himachal Pradesh,2004,Robbery,4
Himachal Pradesh,2004,Burglary,2
Himachal Pradesh,2004,Thefts,29
Himachal Pradesh,2004,Extortion,0
Himachal Pradesh,2004,Riots,0
Himachal Pradesh,2004,Arson,0
Himachal Pradesh,2004,Criminal Breach Of Trust,0
Himachal Pradesh,2004,Cheating,3
Himachal Pradesh,2004,Counter Feiting,0
Himachal Pradesh,2004,Dowry Deaths,6
Himachal Pradesh,2004,Molestation,0
Himachal Pradesh,2004,Eve-Teasing,0
Himachal Pradesh,2004,Cruelty By Husband Or Relative Of Husband,10
Himachal Pradesh,2004,Other Ipc Crimes,10
Himachal Pradesh,2005,Murder,133
Himachal Pradesh,2005,Attempt To Commit Murder,21
Himachal Pradesh,2005,C.H. Not Amounting To Murder,17
Himachal Pradesh,2005,Rape,61
Himachal Pradesh,2005,Kidnapping And Abduction,18
Himachal Pradesh,2005,Dacoity,12
Himachal Pradesh,2005,Prep. And Assembly For Dacoity,0
Himachal Pradesh,2005,Robbery,12
Himachal Pradesh,2005,Burglary,16
Himachal Pradesh,2005,Thefts,58
Himachal Pradesh,2005,Extortion,0
Himachal Pradesh,2005,Riots,0
Himachal Pradesh,2005,Arson,1
Himachal Pradesh,2005,Criminal Breach Of Trust,1
Himachal Pradesh,2005,Cheating,3
Himachal Pradesh,2005,Counter Feiting,1
Himachal Pradesh,2005,Dowry Deaths,1
Himachal Pradesh,2005,Molestation,0
Himachal Pradesh,2005,Eve-Teasing,1
Himachal Pradesh,2005,Cruelty By Husband Or Relative Of Husband,8
Himachal Pradesh,2005,Other Ipc Crimes,6
Himachal Pradesh,2006,Murder,168
Himachal Pradesh,2006,Attempt To Commit Murder,28
Himachal Pradesh,2006,C.H. Not Amounting To Murder,3
Himachal Pradesh,2006,Rape,43
Himachal Pradesh,2006,Kidnapping And Abduction,9
Himachal Pradesh,2006,Dacoity,8
Himachal Pradesh,2006,Prep. And Assembly For Dacoity,0
Himachal Pradesh,2006,Robbery,14
Himachal Pradesh,2006,Burglary,7
Himachal Pradesh,2006,Thefts,35
Himachal Pradesh,2006,Extortion,0
Himachal Pradesh,2006,Riots,0
Himachal Pradesh,2006,Arson,0
Himachal Pradesh,2006,Criminal Breach Of Trust,0
Himachal Pradesh,2006,Cheating,4
Himachal Pradesh,2006,Counter Feiting,2
Himachal Pradesh,2006,Dowry Deaths,5
Himachal Pradesh,2006,Molestation,0
Himachal Pradesh,2006,Eve-Teasing,0
Himachal Pradesh,2006,Cruelty By Husband Or Relative Of Husband,10
Himachal Pradesh,2006,Other Ipc Crimes,25
Himachal Pradesh,2007,Murder,136
Himachal Pradesh,2007,Attempt To Commit Murder,12
Himachal Pradesh,2007,C.H. Not Amounting To Murder,8
Himachal Pradesh,2007,Rape,78
Himachal Pradesh,2007,Kidnapping And Abduction,7
Himachal Pradesh,2007,Dacoity,14
Himachal Pradesh,2007,Prep. And Assembly For Dacoity,7
Himachal Pradesh,2007,Robbery,5
Himachal Pradesh,2007,Burglary,3
Himachal Pradesh,2007,Thefts,57
Himachal Pradesh,2007,Extortion,2
Himachal Pradesh,2007,Riots,10
Himachal Pradesh,2007,Arson,2
Himachal Pradesh,2007,Criminal Breach Of Trust,0
Himachal Pradesh,2007,Cheating,0
Himachal Pradesh,2007,Counter Feiting,2
Himachal Pradesh,2007,Dowry Deaths,5
Himachal Pradesh,2007,Molestation,0
Himachal Pradesh,2007,Eve-Teasing,0
Himachal Pradesh,2007,Cruelty By Husband Or Relative Of Husband,22
Himachal Pradesh,2007,Other Ipc Crimes,33
Himachal Pradesh,2008,Murder,159
Himachal Pradesh,2008,Attempt To Commit Murder,17
Himachal Pradesh,2008,C.H. Not Amounting To Murder,15
Himachal Pradesh,2008,Rape,92
Himachal Pradesh,2008,Kidnapping And Abduction,2
Himachal Pradesh,2008,Dacoity,25
Himachal Pradesh,2008,Prep. And Assembly For Dacoity,0
Himachal Pradesh,2008,Robbery,11
Himachal Pradesh,2008,Burglary,9
Himachal Pradesh,2008,Thefts,49
Himachal Pradesh,2008,Extortion,2
Himachal Pradesh,2008,Riots,0
Himachal Pradesh,2008,Arson,0
Himachal Pradesh,2008,Criminal Breach Of Trust,7
Himachal Pradesh,2008,Cheating,10
Himachal Pradesh,2008,Counter Feiting,3
Himachal Pradesh,2008,Dowry Deaths,1
Himachal Pradesh,2008,Molestation,1
Himachal Pradesh,2008,Eve-Teasing,2
Himachal Pradesh,2008,Cruelty By Husband Or Relative Of Husband,24
Himachal Pradesh,2008,Other Ipc Crimes,16
Himachal Pradesh,2009,Murder,193
Himachal Pradesh,2009,Attempt To Commit Murder,36
Himachal Pradesh,2009,C.H. Not Amounting To Murder,8
Himachal Pradesh,2009,Rape,117
Himachal Pradesh,2009,Kidnapping And Abduction,9
Himachal Pradesh,2009,Dacoity,32
Himachal Pradesh,2009,Prep. And Assembly For Dacoity,4
Himachal Pradesh,2009,Robbery,0
Himachal Pradesh,2009,Burglary,5
Himachal Pradesh,2009,Thefts,48
Himachal Pradesh,2009,Extortion,1
Himachal Pradesh,2009,Riots,0
Himachal Pradesh,2009,Arson,3
Himachal Pradesh,2009,Criminal Breach Of Trust,1
Himachal Pradesh,2009,Cheating,1
Himachal Pradesh,2009,Counter Feiting,3
Himachal Pradesh,2009,Dowry Deaths,2
Himachal Pradesh,2009,Molestation,0
Himachal Pradesh,2009,Eve-Teasing,0
Himachal Pradesh,2009,Cruelty By Husband Or Relative Of Husband,22
Himachal Pradesh,2009,Other Ipc Crimes,15
Himachal Pradesh,2010,Murder,164
Himachal Pradesh,2010,Attempt To Commit Murder,25
Himachal Pradesh,2010,C.H. Not Amounting To Murder,1
Himachal Pradesh,2010,Rape,103
Himachal Pradesh,2010,Kidnapping And Abduction,9
Himachal Pradesh,2010,Dacoity,6
Himachal Pradesh,2010,Prep. And Assembly For Dacoity,0
Himachal Pradesh,2010,Robbery,25
Himachal Pradesh,2010,Burglary,6
Himachal Pradesh,2010,Thefts,21
Himachal Pradesh,2010,Extortion,0
Himachal Pradesh,2010,Riots,0
Himachal Pradesh,2010,Arson,0
Himachal Pradesh,2010,Criminal Breach Of Trust,0
Himachal Pradesh,2010,Cheating,7
Himachal Pradesh,2010,Counter Feiting,2
Himachal Pradesh,2010,Dowry Deaths,2
Himachal Pradesh,2010,Molestation,0
Himachal Pradesh,2010,Eve-Teasing,0
Himachal Pradesh,2010,Cruelty By Husband Or Relative Of Husband,10
Himachal Pradesh,2010,Other Ipc Crimes,16
Himachal Pradesh,2011,Murder,188
Himachal Pradesh,2011,Attempt To Commit Murder,15
Himachal Pradesh,2011,C.H. Not Amounting To Murder,12
Himachal Pradesh,2011,Rape,111
Himachal Pradesh,2011,Kidnapping And Abduction,20
Himachal Pradesh,2011,Dacoity,9
Himachal Pradesh,2011,Prep. And Assembly For Dacoity,0
Himachal Pradesh,2011,Robbery,1
Himachal Pradesh,2011,Burglary,4
Himachal Pradesh,2011,Thefts,42
Himachal Pradesh,2011,Extortion,0
Himachal Pradesh,2011,Riots,0
Himachal Pradesh,2011,Arson,0
Himachal Pradesh,2011,Criminal Breach Of Trust,5
Himachal Pradesh,2011,Cheating,2
Himachal Pradesh,2011,Counter Feiting,6
Himachal Pradesh,2011,Dowry Deaths,16
Himachal Pradesh,2011,Molestation,2
Himachal Pradesh,2011,Eve-Teasing,0
Himachal Pradesh,2011,Cruelty By Husband Or Relative Of Husband,15
Himachal Pradesh,2011,Other Ipc Crimes,66
Himachal Pradesh,2012,Murder,208
Himachal Pradesh,2012,Attempt To Commit Murder,35
Himachal Pradesh,2012,C.H. Not Amounting To Murder,7
Himachal Pradesh,2012,Rape,136
Himachal Pradesh,2012,Kidnapping And Abduction,12
Himachal Pradesh,2012,Dacoity,8
Himachal Pradesh,2012,Prep. And Assembly For Dacoity,0
Himachal Pradesh,2012,Robbery,0
Himachal Pradesh,2012,Burglary,9
Himachal Pradesh,2012,Thefts,49
Himachal Pradesh,2012,Extortion,0
Himachal Pradesh,2012,Riots,1
Himachal Pradesh,2012,Arson,0
Himachal Pradesh,2012,Criminal Breach Of Trust,0
Himachal Pradesh,2012,Cheating,5
Himachal Pradesh,2012,Counter Feiting,5
Himachal Pradesh,2012,Dowry Deaths,2
Himachal Pradesh,2012,Molestation,0
Himachal Pradesh,2012,Eve-Teasing,0
Himachal Pradesh,2012,Cruelty By Husband Or Relative Of Husband,27
Himachal Pradesh,2012,Other Ipc Crimes,65
Jammu & Kashmir,2001,Murder,510
Jammu & Kashmir,2001,Attempt To Commit Murder,31
Jammu & Kashmir,2001,C.H. Not Amounting To Murder,5
Jammu & Kashmir,2001,Rape,27
Jammu & Kashmir,2001,Kidnapping And Abduction,11
Jammu & Kashmir,2001,Dacoity,9
Jammu & Kashmir,2001,Prep. And Assembly For Dacoity,1
Jammu & Kashmir,2001,Robbery,5
Jammu & Kashmir,2001,Burglary,3
Jammu & Kashmir,2001,Thefts,16
Jammu & Kashmir,2001,Extortion,0
Jammu & Kashmir,2001,Riots,3
Jammu & Kashmir,2001,Arson,0
Jammu & Kashmir,2001,Criminal Breach Of Trust,1
Jammu & Kashmir,2001,Cheating,1
Jammu & Kashmir,2001,Counter Feiting,1
Jammu & Kashmir,2001,Dowry Deaths,1
Jammu & Kashmir,2001,Molestation,1
Jammu & Kashmir,2001,Eve-Teasing,0
Jammu & Kashmir,2001,Cruelty By Husband Or Relative Of Husband,0
Jammu & Kashmir,2001,Other Ipc Crimes,19
Jammu & Kashmir,2002,Murder,525
Jammu & Kashmir,2002,Attempt To Commit Murder,99
Jammu & Kashmir,2002,C.H. Not Amounting To Murder,71
Jammu & Kashmir,2002,Rape,100
Jammu & Kashmir,2002,Kidnapping And Abduction,0
Jammu & Kashmir,2002,Dacoity,0
Jammu & Kashmir,2002,Prep. And Assembly For Dacoity,0
Jammu & Kashmir,2002,Robbery,12
Jammu & Kashmir,2002,Burglary,24
Jammu & Kashmir,2002,Thefts,49
Jammu & Kashmir,2002,Extortion,0
Jammu & Kashmir,2002,Riots,0
Jammu & Kashmir,2002,Arson,0
Jammu & Kashmir,2002,Criminal Breach Of Trust,0
Jammu & Kashmir,2002,Cheating,0
Jammu & Kashmir,2002,Counter Feiting,0
Jammu & Kashmir,2002,Dowry Deaths,20
Jammu & Kashmir,2002,Molestation,0
Jammu & Kashmir,2002,Eve-Teasing,16
Jammu & Kashmir,2002,Cruelty By Husband Or Relative Of Husband,34
Jammu & Kashmir,2002,Other Ipc Crimes,0
Jammu & Kashmir,2003,Murder,597
Jammu & Kashmir,2003,Attempt To Commit Murder,36
Jammu & Kashmir,2003,C.H. Not Amounting To Murder,5
Jammu & Kashmir,2003,Rape,21
Jammu & Kashmir,2003,Kidnapping And Abduction,1
Jammu & Kashmir,2003,Dacoity,0
Jammu & Kashmir,2003,Prep. And Assembly For Dacoity,2
Jammu & Kashmir,2003,Robbery,7
Jammu & Kashmir,2003,Burglary,16
Jammu & Kashmir,2003,Thefts,17
Jammu & Kashmir,2003,Extortion,3
Jammu & Kashmir,2003,Riots,3
Jammu & Kashmir,2003,Arson,4
Jammu & Kashmir,2003,Criminal Breach Of Trust,0
Jammu & Kashmir,2003,Cheating,7
Jammu & Kashmir,2003,Counter Feiting,4
Jammu & Kashmir,2003,Dowry Deaths,11
Jammu & Kashmir,2003,Molestation,0
Jammu & Kashmir,2003,Eve-Teasing,6
Jammu & Kashmir,2003,Cruelty By Husband Or Relative Of Husband,2
Jammu & Kashmir,2003,Other Ipc Crimes,56
Jammu & Kashmir,2004,Murder,729
Jammu & Kashmir,2004,Attempt To Commit Murder,51
Jammu & Kashmir,2004,C.H. Not Amounting To Murder,17
Jammu & Kashmir,2004,Rape,80
Jammu & Kashmir,2004,Kidnapping And Abduction,14
Jammu & Kashmir,2004,Dacoity,12
Jammu & Kashmir,2004,Prep. And Assembly For Dacoity,0
Jammu & Kashmir,2004,Robbery,13
Jammu & Kashmir,2004,Burglary,20
Jammu & Kashmir,2004,Thefts,46
Jammu & Kashmir,2004,Extortion,0
Jammu & Kashmir,2004,Riots,12
Jammu & Kashmir,2004,Arson,2
Jammu & Kashmir,2004,Criminal Breach Of Trust,0
Jammu & Kashmir,2004,Cheating,11
Jammu & Kashmir,2004,Counter Feiting,0
Jammu & Kashmir,2004,Dowry Deaths,10
Jammu & Kashmir,2004,Molestation,1
Jammu & Kashmir,2004,Eve-Teasing,21
Jammu & Kashmir,2004,Cruelty By Husband Or Relative Of Husband,3
Jammu & Kashmir,2004,Other Ipc Crimes,9
Jammu & Kashmir,2005,Murder,801
Jammu & Kashmir,2005,Attempt To Commit Murder,36
Jammu & Kashmir,2005,C.H. Not Amounting To Murder,9
Jammu & Kashmir,2005,Rape,83
Jammu & Kashmir,2005,Kidnapping And Abduction,2
Jammu & Kashmir,2005,Dacoity,6
Jammu & Kashmir,2005,Prep. And Assembly For Dacoity,0
Jammu & Kashmir,2005,Robbery,14
Jammu & Kashmir,2005,Burglary,7
Jammu & Kashmir,2005,Thefts,60
Jammu & Kashmir,2005,Extortion,0
Jammu & Kashmir,2005,Riots,0
Jammu & Kashmir,2005,Arson,3
Jammu & Kashmir,2005,Criminal Breach Of Trust,0
Jammu & Kashmir,2005,Cheating,7
Jammu & Kashmir,2005,Counter Feiting,0
Jammu & Kashmir,2005,Dowry Deaths,18
Jammu & Kashmir,2005,Molestation,1
Jammu & Kashmir,2005,Eve-Teasing,14
Jammu & Kashmir,2005,Cruelty By Husband Or Relative Of Husband,7
Jammu & Kashmir,2005,Other Ipc Crimes,12
Jammu & Kashmir,2006,Murder,906
Jammu & Kashmir,2006,Attempt To Commit Murder,34
Jammu & Kashmir,2006,C.H. Not Amounting To Murder,20
Jammu & Kashmir,2006,Rape,131
Jammu & Kashmir,2006,Kidnapping And Abduction,3
Jammu & Kashmir,2006,Dacoity,12
Jammu & Kashmir,2006,Prep. And Assembly For Dacoity,0
Jammu & Kashmir,2006,Robbery,12
Jammu & Kashmir,2006,Burglary,17
Jammu & Kashmir,2006,Thefts,46
Jammu & Kashmir,2006,Extortion,0
Jammu & Kashmir,2006,Riots,4
Jammu & Kashmir,2006,Arson,0
Jammu & Kashmir,2006,Criminal Breach Of Trust,0
Jammu & Kashmir,2006,Cheating,7
Jammu & Kashmir,2006,Counter Feiting,0
Jammu & Kashmir,2006,Dowry Deaths,4
Jammu & Kashmir,2006,Molestation,0
Jammu & Kashmir,2006,Eve-Teasing,0
Jammu & Kashmir,2006,Cruelty By Husband Or Relative Of Husband,4
Jammu & Kashmir,2006,Other Ipc Crimes,29
Jammu & Kashmir,2007,Murder,846
Jammu & Kashmir,2007,Attempt To Commit Murder,46
Jammu & Kashmir,2007,C.H. Not Amounting To Murder,16
Jammu & Kashmir,2007,Rape,158
Jammu & Kashmir,2007,Kidnapping And Abduction,7
Jammu & Kashmir,2007,Dacoity,1
Jammu & Kashmir,2007,Prep. And Assembly For Dacoity,0
Jammu & Kashmir,2007,Robbery,16
Jammu & Kashmir,2007,Burglary,22
Jammu & Kashmir,2007,Thefts,40
Jammu & Kashmir,2007,Extortion,0
Jammu & Kashmir,2007,Riots,0
Jammu & Kashmir,2007,Arson,3
Jammu & Kashmir,2007,Criminal Breach Of Trust,0
Jammu & Kashmir,2007,Cheating,7
Jammu & Kashmir,2007,Counter Feiting,1
Jammu & Kashmir,2007,Dowry Deaths,4
Jammu & Kashmir,2007,Molestation,0
Jammu & Kashmir,2007,Eve-Teasing,0
Jammu & Kashmir,2007,Cruelty By Husband Or Relative Of Husband,5
Jammu & Kashmir,2007,Other Ipc Crimes,28
Jammu & Kashmir,2008,Murder,901
Jammu & Kashmir,2008,Attempt To Commit Murder,8
Jammu & Kashmir,2008,C.H. Not Amounting To Murder,13
Jammu & Kashmir,2008,Rape,143
Jammu & Kashmir,2008,Kidnapping And Abduction,16
Jammu & Kashmir,2008,Dacoity,12
Jammu & Kashmir,2008,Prep. And Assembly For Dacoity,0
Jammu & Kashmir,2008,Robbery,5
Jammu & Kashmir,2008,Burglary,34
Jammu & Kashmir,2008,Thefts,31
Jammu & Kashmir,2008,Extortion,0
Jammu & Kashmir,2008,Riots,1
Jammu & Kashmir,2008,Arson,2
Jammu & Kashmir,2008,Criminal Breach Of Trust,0
Jammu & Kashmir,2008,Cheating,4
Jammu & Kashmir,2008,Counter Feiting,0
Jammu & Kashmir,2008,Dowry Deaths,5
Jammu & Kashmir,2008,Molestation,5
Jammu & Kashmir,2008,Eve-Teasing,0
Jammu & Kashmir,2008,Cruelty By Husband Or Relative Of Husband,1
Jammu & Kashmir,2008,Other Ipc Crimes,25
Jammu & Kashmir,2009,Murder,838
Jammu & Kashmir,2009,Attempt To Commit Murder,51
Jammu & Kashmir,2009,C.H. Not Amounting To Murder,18
Jammu & Kashmir,2009,Rape,172
Jammu & Kashmir,2009,Kidnapping And Abduction,6
Jammu & Kashmir,2009,Dacoity,11
Jammu & Kashmir,2009,Prep. And Assembly For Dacoity,5
Jammu & Kashmir,2009,Robbery,2
Jammu & Kashmir,2009,Burglary,94
Jammu & Kashmir,2009,Thefts,49
Jammu & Kashmir,2009,Extortion,0
Jammu & Kashmir,2009,Riots,0
Jammu & Kashmir,2009,Arson,1
Jammu & Kashmir,2009,Criminal Breach Of Trust,0
Jammu & Kashmir,2009,Cheating,15
Jammu & Kashmir,2009,Counter Feiting,6
Jammu & Kashmir,2009,Dowry Deaths,17
Jammu & Kashmir,2009,Molestation,3
Jammu & Kashmir,2009,Eve-Teasing,0
Jammu & Kashmir,2009,Cruelty By Husband Or Relative Of Husband,3
Jammu & Kashmir,2009,Other Ipc Crimes,83
Jammu & Kashmir,2010,Murder,900
Jammu & Kashmir,2010,Attempt To Commit Murder,33
Jammu & Kashmir,2010,C.H. Not Amounting To Murder,1
Jammu & Kashmir,2010,Rape,16
Jammu & Kashmir,2010,Kidnapping And Abduction,0
Jammu & Kashmir,2010,Dacoity,12
Jammu & Kashmir,2010,Prep. And Assembly For Dacoity,5
Jammu & Kashmir,2010,Robbery,1
Jammu & Kashmir,2010,Burglary,20
Jammu & Kashmir,2010,Thefts,33
Jammu & Kashmir,2010,Extortion,0
Jammu & Kashmir,2010,Riots,1
Jammu & Kashmir,2010,Arson,4
Jammu & Kashmir,2010,Criminal Breach Of Trust,0
Jammu & Kashmir,2010,Cheating,5
Jammu & Kashmir,2010,Counter Feiting,0
Jammu & Kashmir,2010,Dowry Deaths,1
Jammu & Kashmir,2010,Molestation,2
Jammu & Kashmir,2010,Eve-Teasing,0
Jammu & Kashmir,2010,Cruelty By Husband Or Relative Of Husband,4
Jammu & Kashmir,2010,Other Ipc Crimes,38
Jammu & Kashmir,2011,Murder,973
Jammu & Kashmir,2011,Attempt To Commit Murder,31
Jammu & Kashmir,2011,C.H. Not Amounting To Murder,18
Jammu & Kashmir,2011,Rape,132
Jammu & Kashmir,2011,Kidnapping And Abduction,25
Jammu & Kashmir,2011,Dacoity,0
Jammu & Kashmir,2011,Prep. And Assembly For Dacoity,1
Jammu & Kashmir,2011,Robbery,10
Jammu & Kashmir,2011,Burglary,16
Jammu & Kashmir,2011,Thefts,85
Jammu & Kashmir,2011,Extortion,0
Jammu & Kashmir,2011,Riots,2
Jammu & Kashmir,2011,Arson,0
Jammu & Kashmir,2011,Criminal Breach Of Trust,4
Jammu & Kashmir,2011,Cheating,1
Jammu & Kashmir,2011,Counter Feiting,2
Jammu & Kashmir,2011,Dowry Deaths,0
Jammu & Kashmir,2011,Molestation,0
Jammu & Kashmir,2011,Eve-Teasing,1
Jammu & Kashmir,2011,Cruelty By Husband Or Relative Of Husband,16
Jammu & Kashmir,2011,Other Ipc Crimes,17
Jammu & Kashmir,2012,Murder,1130
Jammu & Kashmir,2012,Attempt To Commit Murder,23
Jammu & Kashmir,2012,C.H. Not Amounting To Murder,4
Jammu & Kashmir,2012,Rape,147
Jammu & Kashmir,2012,Kidnapping And Abduction,32
Jammu & Kashmir,2012,Dacoity,2
Jammu & Kashmir,2012,Prep. And Assembly For Dacoity,0
Jammu & Kashmir,2012,Robbery,21
Jammu & Kashmir,2012,Burglary,42
Jammu & Kashmir,2012,Thefts,39
Jammu & Kashmir,2012,Extortion,0
Jammu & Kashmir,2012,Riots,2
Jammu & Kashmir,2012,Arson,1
Jammu & Kashmir,2012,Criminal Breach Of Trust,1
Jammu & Kashmir,2012,Cheating,6
Jammu & Kashmir,2012,Counter Feiting,8
Jammu & Kashmir,2012,Dowry Deaths,0
Jammu & Kashmir,2012,Molestation,2
Jammu & Kashmir,2012,Eve-Teasing,1
Jammu & Kashmir,2012,Cruelty By Husband Or Relative Of Husband,13
Jammu & Kashmir,2012,Other Ipc Crimes,28
Jharkhand,2001,Murder,3430
Jharkhand,2001,Attempt To Commit Murder,1668
Jharkhand,2001,C.H. Not Amounting To Murder,486
Jharkhand,2001,Rape,1523
Jharkhand,2001,Kidnapping And Abduction,588
Jharkhand,2001,Dacoity,953
Jharkhand,2001,Prep. And Assembly For Dacoity,499
Jharkhand,2001,Robbery,781
Jharkhand,2001,Burglary,122
Jharkhand,2001,Thefts,636
Jharkhand,2001,Extortion,193
Jharkhand,2001,Riots,18
Jharkhand,2001,Arson,18
Jharkhand,2001,Criminal Breach Of Trust,12
Jharkhand,2001,Cheating,270
Jharkhand,2001,Counter Feiting,0
Jharkhand,2001,Dowry Deaths,429
Jharkhand,2001,Molestation,7
Jharkhand,2001,Eve-Teasing,0
Jharkhand,2001,Cruelty By Husband Or Relative Of Husband,133
Jharkhand,2001,Other Ipc Crimes,75
Jharkhand,2002,Murder,3418
Jharkhand,2002,Attempt To Commit Murder,1091
Jharkhand,2002,C.H. Not Amounting To Murder,320
Jharkhand,2002,Rape,1074
Jharkhand,2002,Kidnapping And Abduction,416
Jharkhand,2002,Dacoity,818
Jharkhand,2002,Prep. And Assembly For Dacoity,94
Jharkhand,2002,Robbery,580
Jharkhand,2002,Burglary,168
Jharkhand,2002,Thefts,1180
Jharkhand,2002,Extortion,117
Jharkhand,2002,Riots,3
Jharkhand,2002,Arson,23
Jharkhand,2002,Criminal Breach Of Trust,32
Jharkhand,2002,Cheating,43
Jharkhand,2002,Counter Feiting,0
Jharkhand,2002,Dowry Deaths,696
Jharkhand,2002,Molestation,6
Jharkhand,2002,Eve-Teasing,0
Jharkhand,2002,Cruelty By Husband Or Relative Of Husband,179
Jharkhand,2002,Other Ipc Crimes,57
Jharkhand,2003,Murder,2468
Jharkhand,2003,Attempt To Commit Murder,1119
Jharkhand,2003,C.H. Not Amounting To Murder,403
Jharkhand,2003,Rape,967
Jharkhand,2003,Kidnapping And Abduction,577
Jharkhand,2003,Dacoity,867
Jharkhand,2003,Prep. And Assembly For Dacoity,138
Jharkhand,2003,Robbery,743
Jharkhand,2003,Burglary,127
Jharkhand,2003,Thefts,1272
Jharkhand,2003,Extortion,130
Jharkhand,2003,Riots,7
Jharkhand,2003,Arson,35
Jharkhand,2003,Criminal Breach Of Trust,42
Jharkhand,2003,Cheating,91
Jharkhand,2003,Counter Feiting,0
Jharkhand,2003,Dowry Deaths,961
Jharkhand,2003,Molestation,9
Jharkhand,2003,Eve-Teasing,0
Jharkhand,2003,Cruelty By Husband Or Relative Of Husband,251
Jharkhand,2003,Other Ipc Crimes,141
Jharkhand,2004,Murder,3118
Jharkhand,2004,Attempt To Commit Murder,1189
Jharkhand,2004,C.H. Not Amounting To Murder,253
Jharkhand,2004,Rape,893
Jharkhand,2004,Kidnapping And Abduction,503
Jharkhand,2004,Dacoity,1008
Jharkhand,2004,Prep. And Assembly For Dacoity,78
Jharkhand,2004,Robbery,617
Jharkhand,2004,Burglary,109
Jharkhand,2004,Thefts,1204
Jharkhand,2004,Extortion,165
Jharkhand,2004,Riots,114
Jharkhand,2004,Arson,38
Jharkhand,2004,Criminal Breach Of Trust,23
Jharkhand,2004,Cheating,125
Jharkhand,2004,Counter Feiting,15
Jharkhand,2004,Dowry Deaths,952
Jharkhand,2004,Molestation,5
Jharkhand,2004,Eve-Teasing,0
Jharkhand,2004,Cruelty By Husband Or Relative Of Husband,192
Jharkhand,2004,Other Ipc Crimes,44
Jharkhand,2005,Murder,3067
Jharkhand,2005,Attempt To Commit Murder,1447
Jharkhand,2005,C.H. Not Amounting To Murder,300
Jharkhand,2005,Rape,1030
Jharkhand,2005,Kidnapping And Abduction,536
Jharkhand,2005,Dacoity,938
Jharkhand,2005,Prep. And Assembly For Dacoity,146
Jharkhand,2005,Robbery,668
Jharkhand,2005,Burglary,204
Jharkhand,2005,Thefts,1539
Jharkhand,2005,Extortion,135
Jharkhand,2005,Riots,40
Jharkhand,2005,Arson,1
Jharkhand,2005,Criminal Breach Of Trust,37
Jharkhand,2005,Cheating,206
Jharkhand,2005,Counter Feiting,67
Jharkhand,2005,Dowry Deaths,1110
Jharkhand,2005,Molestation,14
Jharkhand,2005,Eve-Teasing,15
Jharkhand,2005,Cruelty By Husband Or Relative Of Husband,279
Jharkhand,2005,Other Ipc Crimes,187
Jharkhand,2006,Murder,3250
Jharkhand,2006,Attempt To Commit Murder,1280
Jharkhand,2006,C.H. Not Amounting To Murder,249
Jharkhand,2006,Rape,1055
Jharkhand,2006,Kidnapping And Abduction,650
Jharkhand,2006,Dacoity,954
Jharkhand,2006,Prep. And Assembly For Dacoity,119
Jharkhand,2006,Robbery,536
Jharkhand,2006,Burglary,106
Jharkhand,2006,Thefts,1413
Jharkhand,2006,Extortion,133
Jharkhand,2006,Riots,17
Jharkhand,2006,Arson,49
Jharkhand,2006,Criminal Breach Of Trust,47
Jharkhand,2006,Cheating,118
Jharkhand,2006,Counter Feiting,8
Jharkhand,2006,Dowry Deaths,1192
Jharkhand,2006,Molestation,3
Jharkhand,2006,Eve-Teasing,15
Jharkhand,2006,Cruelty By Husband Or Relative Of Husband,284
Jharkhand,2006,Other Ipc Crimes,54
Jharkhand,2007,Murder,2877
Jharkhand,2007,Attempt To Commit Murder,1178
Jharkhand,2007,C.H. Not Amounting To Murder,154
Jharkhand,2007,Rape,897
Jharkhand,2007,Kidnapping And Abduction,625
Jharkhand,2007,Dacoity,908
Jharkhand,2007,Prep. And Assembly For Dacoity,64
Jharkhand,2007,Robbery,644
Jharkhand,2007,Burglary,43
Jharkhand,2007,Thefts,1668
Jharkhand,2007,Extortion,104
Jharkhand,2007,Riots,22
Jharkhand,2007,Arson,15
Jharkhand,2007,Criminal Breach Of Trust,31
Jharkhand,2007,Cheating,109
Jharkhand,2007,Counter Feiting,12
Jharkhand,2007,Dowry Deaths,878
Jharkhand,2007,Molestation,0
Jharkhand,2007,Eve-Teasing,0
Jharkhand,2007,Cruelty By Husband Or Relative Of Husband,290
Jharkhand,2007,Other Ipc Crimes,159
Jharkhand,2008,Murder,2856
Jharkhand,2008,Attempt To Commit Murder,1061
Jharkhand,2008,C.H. Not Amounting To Murder,107
Jharkhand,2008,Rape,878
Jharkhand,2008,Kidnapping And Abduction,609
Jharkhand,2008,Dacoity,1028
Jharkhand,2008,Prep. And Assembly For Dacoity,96
Jharkhand,2008,Robbery,568
Jharkhand,2008,Burglary,141
Jharkhand,2008,Thefts,1491
Jharkhand,2008,Extortion,117
Jharkhand,2008,Riots,21
Jharkhand,2008,Arson,56
Jharkhand,2008,Criminal Breach Of Trust,85
Jharkhand,2008,Cheating,120
Jharkhand,2008,Counter Feiting,29
Jharkhand,2008,Dowry Deaths,888
Jharkhand,2008,Molestation,12
Jharkhand,2008,Eve-Teasing,38
